title,author,score,pages,year,genre,desc,reviews,url
The Pearl,John Steinbeck,"18,805",96,1947,"Classics,Fiction,Literature,School,Historical Fiction,American,Novels","Like his father and grandfather before him, Kino is a poor diver, gathering pearls from the gulf beds that once brought great wealth to the kings of Spain and now provide Kino, Juana, and their infant son with meager subsistence. Then, on a day like any other, Kino emerges from the sea with a pearl as large as a sea gull’s egg, as “perfect as the moon.” With the pearl comes hope, the promise of comfort and of security…","12,469",/book/show/5308.The_Pearl
Death of a Salesman,Arthur Miller,"53,824",144,1949,"Classics,Plays,Fiction,Drama,School,Theatre,Literature","Willy Loman has been a salesman for 34 years. At 60, he is cast aside, his usefulness now exhausted. With no future to dream about he must face the crushing disappointments of his past. He takes one final brave action, but is he heroic at last?, or a self-deluding fool?","7,748",/book/show/12898.Death_of_a_Salesman
"Foundation (Foundation, #1)",Isaac Asimov,"18,805",244,1951,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Space Opera,Novels","For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future--to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save humankind, Seldon gathers the best minds in the Empire--both scientists and scholars--and brings them to a bleak planet at the edge of the galaxy to serve as a beacon of hope for future generations. He calls his sanctuary the Foundation.","16,348",/book/show/29579.Foundation
The Wind in the Willows,Kenneth Grahame,"53,824",197,1908,"Classics,Fiction,Childrens,Fantasy,Animals,Young Adult,Middle Grade","For more than a century, ","9,033",/book/show/5659.The_Wind_in_the_Willows
"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,"53,824",512,1980,"Historical Fiction,Fiction,Fantasy,Historical,Classics,Adventure,Prehistoric","This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves The Clan of the Cave Bear.","8,024",/book/show/1295.The_Clan_of_the_Cave_Bear
Homage to Catalonia,George Orwell,"5,677",232,1938,"History,Nonfiction,Politics,Classics,War,Memoir,Biography",In 1936 George Orwell travelled to Spain to report on the Civil War and instead joined the fight against the Fascists. This famous account describes the war and Orwell’s own experiences. Introduction by Lionel Trilling.,"3,923",/book/show/9646.Homage_to_Catalonia
Tuck Everlasting,Natalie Babbitt,"5,677",148,1975,"Fantasy,Classics,Young Adult,Fiction,Childrens,Middle Grade,School","Doomed to - or blessed with - eternal life after drinking from a magic spring, the Tuck family wanders about trying to live as inconspicuously and comfortably as they can. When ten-year-old Winnie Foster stumbles on their secret, the Tucks take her home and explain why living forever at one age is less a blessing that it might seem. Complications arise when Winnie is followed by a stranger who wants to market the spring water for a fortune.","11,788",/book/show/84981.Tuck_Everlasting
The Things They Carried,Tim O'Brien,"998,587",246,1990,"Fiction,Historical Fiction,Classics,War,Short Stories,School,Historical","A classic work of American literature that has not stopped changing minds and lives since it burst onto the literary scene, The Things They Carried is a ground-breaking meditation on war, memory, imagination, and the redemptive power of storytelling. ","18,704",/book/show/133518.The_Things_They_Carried
Howards End,E.M. Forster,"9,637",318,1910,"Fiction,Classics,Historical Fiction,Literature,British Literature,Novels,20th Century"," is a novel by E. M. Forster about social conventions, codes of conduct and relationships in turn-of-the-century England. A strong-willed and intelligent woman refuses to allow the pretensions of her husband's smug English family to ruin her life. ","4,297",/book/show/38374795-howards-end
The Blind Assassin,Margaret Atwood,"18,805",637,2000,"Fiction,Historical Fiction,Mystery,Literary Fiction,Canada,Classics,Contemporary","Margaret Atwood takes the art of storytelling to new heights in a dazzling novel that unfolds layer by astonishing layer and concludes in a brilliant and wonderfully satisfying twist. Told in a style that magnificently captures the colloquialisms and clichés of the 1930s and 1940s, ","9,515",/book/show/78433.The_Blind_Assassin
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"9,637",368,1997,"Nonfiction,Adventure,Memoir,Travel,Biography,History,Survival","When Jon Krakauer reached the summit of Mt. Everest in the early afternoon of May 10, 1996, he hadn't slept in fifty-seven hours and was reeling from the brain-altering effects of oxygen depletion. As he turned to begin his long, dangerous descent from 29,028 feet, twenty other climbers were still pushing doggedly toward the top. No one had noticed that the sky had begun to fill with clouds. Six hours later and 3,000 feet lower, in 70-knot winds and blinding snow, Krakauer collapsed in his tent, freezing, hallucinating from exhaustion and hypoxia, but safe. The following morning, he learned that six of his fellow climbers hadn't made it back to their camp and were desperately struggling for their lives. When the storm finally passed, five of them would be dead, and the sixth so horribly frostbitten that his right hand would have to be amputated.","18,656",/book/show/1898.Into_Thin_Air
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"998,587",835,1996,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Adult,Science Fiction Fantasy,Adventure","Long ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister forces are massing beyond the kingdom’s protective Wall. To the south, the king’s powers are failing—his most trusted adviser dead under mysterious circumstances and his enemies emerging from the shadows of the throne. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the frozen land they were born to. Now Lord Eddard Stark is reluctantly summoned to serve as the king’s new Hand, an appointment that threatens to sunder not only his family but the kingdom itself.","63,295",/book/show/13496.A_Game_of_Thrones
Light in August,William Faulkner,"18,805",507,1932,"Fiction,Literature,Classics,Novels,American,Southern Gothic,Southern",", a novel that contrasts stark tragedy with hopeful perseverance in the face of mortality, which features some of Faulkner’s most memorable characters: guileless, dauntless Lena Grove, in search of the father of her unborn child; Reverend Gail Hightower, a lonely outcast haunted by visions of Confederate glory; and Joe Christmas, a desperate, enigmatic drifter consumed by his mixed ancestry.","3,223",/book/show/10979.Light_in_August
"Angels & Demons (Robert Langdon, #1)",Dan       Brown,"53,824",736,2000,"Fiction,Mystery,Thriller,Mystery Thriller,Suspense,Adventure,Crime","World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb, Langdon joins forces in Rome with the beautiful and mysterious scientist Vittoria Vetra. Together they embark on a frantic hunt through sealed crypts, dangerous catacombs, and deserted cathedrals, and into the depths of the most secretive vault on earth...the long-forgotten Illuminati lair.","33,817",/book/show/960.Angels_Demons
The Autobiography of Malcolm X,Malcolm X,"53,824",466,1965,"Nonfiction,Biography,History,Memoir,Autobiography,Race,Classics",Alternate cover for ISBN 9780345350688,"9,075",/book/show/92057.The_Autobiography_of_Malcolm_X
West with the Night,Beryl Markham,"5,677",294,1942,"Nonfiction,Memoir,Biography,Africa,Travel,History,Adventure","This 1942 memoir (not a complete autobiography) by Beryl Markham chronicles her experiences growing up in Kenya (then British East Africa) in the early 1900s, and her stellar careers as racehorse trainer and bush pilot. ","3,861",/book/show/1624.West_with_the_Night
Cold Sassy Tree,Olive Ann Burns,"5,677",391,1984,"Fiction,Historical Fiction,Classics,Southern,Historical,Adult Fiction,Coming Of Age","The one thing you can depend on in Cold Sassy, Georgia, is that word gets around--fast.","4,518",/book/show/306654.Cold_Sassy_Tree
"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"998,587",960,1985,"Fiction,Historical Fiction,Westerns,Classics,Historical,Adventure,Novels","A love story, an adventure, and an epic of the frontier, Larry McMurtry’s Pulitzer Prize-winning classic, ","11,712",/book/show/256008.Lonesome_Dove
The Prince of Tides,Pat Conroy,"9,637",679,1986,"Fiction,Classics,Romance,Southern,Contemporary,Literary Fiction,Literature","Pat Conroy has created a huge, brash thunderstorm of a novel, stinging with honesty and resounding with drama. '","5,162",/book/show/16735.The_Prince_of_Tides
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,"18,805",232,1988,"Fiction,Contemporary,Literary Fiction,Novels,Classics,Adult Fiction,Adult","Clear-eyed and spirited, Taylor Greer grew up poor in rural Kentucky with the goals of avoiding pregnancy and getting away. But when she heads west with high hopes and a barely functional car, she meets the human condition head-on. By the time Taylor arrives in Tucson, Arizona, she has acquired a completely unexpected child, a three-year-old American Indian girl named Turtle, and must somehow come to terms with both motherhood and the necessity for putting down roots. Hers is a story about love and friendship, abandonment and belonging, and the discovery of surprising resources in apparently empty places.","7,900",/book/show/30868.The_Bean_Trees
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"9,637",800,1990,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Audiobook,Adventure","The Wheel of Time turns and Ages come and pass, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. What was, what will be, and what is, may yet fall under the Shadow.","22,891",/book/show/228665.The_Eye_of_the_World
